track_id,rel_path,label
215,15/215.npy,metal
216,16/216.npy,metal
219,19/219.npy,metal
223,23/223.npy,metal
226,26/226.npy,metal
227,27/227.npy,metal
228,28/228.npy,metal
229,29/229.npy,metal
230,30/230.npy,metal
231,31/231.npy,metal
241,41/241.npy,rock
242,42/242.npy,rock
243,43/243.npy,rock
244,44/244.npy,rock
245,45/245.npy,rock
246,46/246.npy,rock
382,82/382.npy,classical
383,83/383.npy,classical
384,84/384.npy,classical
385,85/385.npy,classical
386,86/386.npy,classical
387,87/387.npy,classical
388,88/388.npy,classical
389,89/389.npy,classical
390,90/390.npy,classical
391,91/391.npy,classical
392,92/392.npy,classical
393,93/393.npy,classical
394,94/394.npy,classical
395,95/395.npy,classical
759,59/759.npy,pop
760,60/760.npy,pop
761,61/761.npy,pop
762,62/762.npy,pop
763,63/763.npy,pop
764,64/764.npy,pop
765,65/765.npy,pop
766,66/766.npy,pop
767,67/767.npy,pop
768,68/768.npy,pop
769,69/769.npy,pop
770,70/770.npy,pop
771,71/771.npy,pop
772,72/772.npy,pop
955,55/955.npy,jazz
1091,91/1091.npy,pop
1092,92/1092.npy,pop
1093,93/1093.npy,pop
1094,94/1094.npy,pop
1095,95/1095.npy,pop
1096,96/1096.npy,pop
1097,97/1097.npy,pop
1098,98/1098.npy,pop
1099,99/1099.npy,pop
1100,00/1100.npy,rock
1102,02/1102.npy,rock
1103,03/1103.npy,metal
1104,04/1104.npy,rock
1105,05/1105.npy,rock
1107,07/1107.npy,rock
1108,08/1108.npy,rock
1161,61/1161.npy,pop
1260,60/1260.npy,pop
1261,61/1261.npy,pop
1262,62/1262.npy,pop
1263,63/1263.npy,pop
1264,64/1264.npy,pop
1265,65/1265.npy,pop
1266,66/1266.npy,pop
1267,67/1267.npy,pop
1268,68/1268.npy,classical
1271,71/1271.npy,rock
1286,86/1286.npy,rock
1287,87/1287.npy,rock
1288,88/1288.npy,rock
1289,89/1289.npy,rock
1292,92/1292.npy,rock
1294,94/1294.npy,rock
1731,31/1731.npy,pop
1733,33/1733.npy,pop
2166,66/2166.npy,pop
2172,72/2172.npy,classical
2208,08/2208.npy,pop
2209,09/2209.npy,pop
2210,10/2210.npy,pop
2211,11/2211.npy,jazz
2212,12/2212.npy,jazz
2213,13/2213.npy,jazz
2214,14/2214.npy,jazz
2215,15/2215.npy,jazz
2216,16/2216.npy,jazz
2217,17/2217.npy,jazz
2218,18/2218.npy,jazz
2249,49/2249.npy,jazz
2261,61/2261.npy,rock
2262,62/2262.npy,rock
2263,63/2263.npy,rock
2264,64/2264.npy,rock
3097,97/3097.npy,pop
3098,98/3098.npy,pop
3099,99/3099.npy,pop
3101,01/3101.npy,pop
3102,02/3102.npy,pop
3103,03/3103.npy,pop
3346,46/3346.npy,pop
3348,48/3348.npy,pop
3349,49/3349.npy,pop
3350,50/3350.npy,pop
3387,87/3387.npy,pop
3407,07/3407.npy,pop
3409,09/3409.npy,pop
3437,37/3437.npy,metal
3439,39/3439.npy,metal
3442,42/3442.npy,metal
3444,44/3444.npy,metal
3445,45/3445.npy,metal
3447,47/3447.npy,metal
3448,48/3448.npy,metal
3449,49/3449.npy,metal
3451,51/3451.npy,metal
3452,52/3452.npy,metal
3453,53/3453.npy,metal
3454,54/3454.npy,metal
3908,08/3908.npy,hiphop
3911,11/3911.npy,jazz
3914,14/3914.npy,jazz
3933,33/3933.npy,jazz
3935,35/3935.npy,jazz
3936,36/3936.npy,jazz
3939,39/3939.npy,jazz
3961,61/3961.npy,disco
3962,62/3962.npy,disco
3963,63/3963.npy,disco
3964,64/3964.npy,disco
